2.199959e-10	7.161342	0.013785	1024.000000	0.000000	220.001392	20.610679
3.142799e-10	7.077517	0.011611	1024.000000	0.000000	235.133125	18.673489
4.399918e-10	7.003660	0.008414	1024.000000	0.000000	238.825749	16.842126
6.285598e-10	6.929641	0.006914	1024.000000	0.000000	235.827159	14.005467
8.799837e-10	6.857648	0.006414	1024.000000	0.000000	224.201879	10.637631
1.194264e-09	6.788382	0.005396	1024.000000	0.000000	219.401461	9.014663
1.508543e-09	6.734915	0.004708	1024.000000	0.000000	216.423408	7.158178
1.885679e-09	6.685865	0.004420	1024.000000	0.000000	210.938532	5.949487
2.262815e-09	6.645584	0.004228	1024.000000	0.000000	209.312557	5.956486
2.639951e-09	6.610026	0.003778	1024.000000	0.000000	214.128265	6.177547
3.142799e-09	6.567912	0.003558	1024.000000	0.000000	211.226485	5.180465
